Gender,ID,NAME,Status,COUNTRY,WicketKeeping,Full name,Born,Died,Current age,Major teams,Education,Height,Nickname,PlayingRole,Batting style,Bowling style,Other,Relation,In a nutshell,DESCRIPTION,AWARDS,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_Tests_4s,BATTING_Tests_6s,BATTING_Tests_Ct,BATTING_Tests_St,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_T20Is_4s,BATTING_T20Is_6s,BATTING_T20Is_Ct,BATTING_T20Is_St,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_First-class_4s,BATTING_First-class_6s,BATTING_First-class_Ct,BATTING_First-class_St,BATTING_List A_Mat,BATTING_List A_Inns,BATTING_List A_NO,BATTING_List A_Runs,BATTING_List A_HS,BATTING_List A_Ave,BATTING_List A_BF,BATTING_List A_SR,BATTING_List A_100,BATTING_List A_50,BATTING_List A_4s,BATTING_List A_6s,BATTING_List A_Ct,BATTING_List A_St,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BATTING_T20s_4s,BATTING_T20s_6s,BATTING_T20s_Ct,BATTING_T20s_St,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_BBI,BOWLING_Tests_BBM,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_Tests_4w,BOWLING_Tests_5w,BOWLING_Tests_10,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_BBI,BOWLING_ODIs_BBM,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BOWLING_ODIs_10,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20Is_5w,BOWLING_T20Is_10,BOWLING_First-class_Mat,BOWLING_First-class_Inns,BOWLING_First-class_Balls,BOWLING_First-class_Runs,BOWLING_First-class_Wkts,BOWLING_First-class_BBI,BOWLING_First-class_BBM,BOWLING_First-class_Ave,BOWLING_First-class_Econ,BOWLING_First-class_SR,BOWLING_First-class_4w,BOWLING_First-class_5w,BOWLING_First-class_10,BOWLING_List A_Mat,BOWLING_List A_Inns,BOWLING_List A_Balls,BOWLING_List A_Runs,BOWLING_List A_Wkts,BOWLING_List A_BBI,BOWLING_List A_BBM,BOWLING_List A_Ave,BOWLING_List A_Econ,BOWLING_List A_SR,BOWLING_List A_4w,BOWLING_List A_5w,BOWLING_List A_10,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR,BOWLING_T20s_4w,BOWLING_T20s_5w,BOWLING_T20s_10
M,32201,Ghulam Parkar,R,India,No,Ghulam Ahmed Hasan Mohammed Parkar,"
October 25, 1955, Kaluste, Maharashtra ",,63 years 149 days,"['India,', 'Mumbai']",,,,,Right-hand bat,Right-arm medium,,,,"[""\nA dashing opening batsman and an outstanding cover fielder, Parkar was\npicked for the 1982 tour of England following some fine performances\naround the domestic cricket. But his Test career was limited to the\nminimum. He failed against the pace and swing of Willis and Botham and\nwas out for six and one. His aggressive style of batting and his\nsplendid fielding however made him a natural for the limited overs\ngame and he enjoyed some success. Parkar was a stalwart for Bombay for\nseveral years and in the Ranji Trophy he scored 3087 runs (49.79). He\nwas Sunil Gavaskar's able partner for many years and in the 1981-82\nquarterfinal against Bengal the two put on 421 runs. ("", ') \n']",[],1,2,0,7,6,3.5,45,15.55,0,0,1,0,1,0,10,10,1,165,42,18.33,332,49.69,0,0,,,4,0,,,,,,,,,,,,,,,66,109,10,4167,170*,42.09,,,11,20,,,47,1,41,40,5,1168,113,33.37,,,1,6,,,16,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,66,,186,131,2,1/5,,65.5,4.22,93,,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,
M,35263,Virender Sehwag,R,India,No,Virender Sehwag,"
October 20, 1978, Delhi ",,40 years 154 days,"['India,', 'Asia XI,', 'Delhi,', 'Delhi Daredevils,', 'ICC World XI,', 'India Blue,', 'Kings XI Punjab,', 'Leicestershire,', 'Marylebone Cricket Club,', ""Rajasthan Cricket Association President's XI""]",,,,Batsman,Right-hand bat,Right-arm offbreak,,,,"[""\nVirender Sehwag has constructed an extraordinary career with a relentless quest, and a genius, for boundary hitting. With minimal footwork but maximum intent, he has piled Test runs at a faster pace than anyone in the history of cricket. Bowlers must always fancy their chances against a batsman who plays so many strokes; it's just that Sehwag fancies his chances against them much more. \n"", 'As a starry-eyed youngster from Najafgarh, where his family ran a flour mill, Sehwag grew up, like many others from his generation, wanting to be Sachin Tendulkar. Indeed, when he scored his first one-day hundred, filling up for his injured idol against New Zealand in Sri Lanka, he could have been mistaken for him: there was the same back-foot punch on the off side, the minimalistic straight drive and the wristy whip to the leg. And on his Test debut, on a fiery pitch in Bloemfontein, he matched the master stroke for stroke as they both blazed away to hundreds. But soon he emerged his own man, and not long after Tendulkar was playing a supporting, and somewhat calming, hand as Sehwag romped away to a triple-hundred, the first by an Indian, in Multan, bringing it up with a six. Two Tests ago, he had been dismissed trying the same stroke five short of what would have been his first Test double-hundred.', ""His uncomplicated approach - batting is all about scoring as many runs as quickly as possible - belies a sharp and street-smart cricket mind. He has a keen grasp of his own, and his opponents', strengths and weaknesses and exploits them in a forensic manner. What appears risky to many, is merely an opportunity for him, and his lack of footwork, which does get him in trouble against the moving ball, is mostly an advantage, for it creates space for his brilliant handwork. Few batsmen have hit the ball harder square on the off side, and fewer still have hit them as frequently. And the sight of a spinner brings the savage out in him: and for many spectacular assaults against the world's leading spinners, there have numerous outrageous dismissals against the not-so-reputed ones."", ""The most remarkable aspect of Sehwag's career of course has been his ability to build massive scores at breathtaking speed. He holds the Indian record for highest number of Test double-hundreds, and came within seven runs of becoming the first batsman to score three triple-hundreds. That innings, against Sri Lanka at the Brabourne Stadium in Mumbai, epitomised the Sehwag brand of batsmanship: a mix of imagination, daring, power, skills, and clarity of vision. His ODI career doesn't have as many high points, and yet he held the record for the highest score in that format at one point, scoring an astonishing 219 against West Indies in Indore. The most remarkable feature of the innings was the ease with which he reached the landmark, completing his double-hundred with more than six overs to spare.  "", 'Sehwag is equally refreshing off the field and shares his views on the game in an endearingly direct and candid manner, a rare trait among contemporary cricketers. He is, in every sense, a true original.']",['ICC Test Player of the Year 2010'],104,180,6,8586,319,49.34,10441,82.23,23,32,1233,91,91,0,251,245,9,8273,219,35.05,7929,104.33,15,38,1132,136,93,0,19,18,0,394,68,21.88,271,145.38,0,2,43,16,2,0,194,321,11,14683,319,47.36,,,42,55,,,166,0,332,321,14,10454,219,34.05,,,16,57,,,120,0,159,157,6,4061,122,26.89,2747,147.83,2,24,487,147,42,0,104,91,3731,1894,40,5/104,5/118,47.35,3.04,93.2,0,1,0,251,146,4392,3853,96,4/6,4/6,40.13,5.26,45.7,1,0,0,19,1,6,20,0,,,,20,,0,0,0,194,,8614,4470,105,5/104,,42.57,3.11,82,,1,0,332,,6009,5154,142,4/6,4/6,36.29,5.14,42.3,3,0,0,159,28,358,496,22,3/14,3/14,22.54,8.31,16.2,0,0,0
M,625371,Hardik Pandya,NR,India,No,Hardik Himanshu Pandya,"
October 11, 1993, Choryasi, Gujarat ",,25 years 163 days,"['India,', 'Baroda,', 'India A,', 'Mumbai Indians']",,,,Allrounder,Right-hand bat,Right-arm medium-fast,,Brother - ,,"['\nHardik Pandya swears by living life king size and that exuberance finds expression in his powerful hitting in the middle order and brisk seam bowling. He first caught the eye with an unbeaten 31-ball 61 for Mumbai Indians against Kolkata Knight Riders in IPL 2015, but displayed greater consistency in the Syed Mushtaq Ali domestic T20 tournament in January 2016. He finished as the leading run-getter, for Baroda, with 377 runs in 10 innings at an average of 53.85.  \n', ""Pandya also took 10 wickets and was instrumental in Baroda making the final. He was subsequently called up for India's limited-overs tour to Australia, where he made his international debut, before impressing with the ball on the seamer-friendly pitches in Bangladesh at the Asia Cup. Pandya appeared to be the answer to India's search for a seam-bowling allrounder, and with his sprightly fielding complementing his main skill-sets, he sealed his spot in India's 2016 World T20 squad. \n \nWhile Pandya batted only twice in the tournament, he had a lot more to do with the ball. He bowled the last over against Bangladesh and defended two runs off three balls to help India to a one-run win. A little more than a week after his heroics, Pandya endured the disappointment of bowling a no ball to reprieve Lendl Simmons, whose unbeaten innings helped West Indies clinch the semi-final.""]",[],11,18,1,532,108,31.29,720,73.88,1,4,68,12,7,0,45,29,4,731,83,29.24,627,116.58,0,4,48,36,19,0,38,24,6,296,33*,16.44,192,154.16,0,0,17,19,23,0,29,46,1,1351,108,30.02,2382,56.71,1,10,167,24,14,0,66,47,9,1065,83,28.02,1019,104.51,0,6,68,45,28,0,117,96,29,1730,86*,25.82,1308,132.26,0,6,114,93,65,0,11,19,937,528,17,5/28,6/50,31.05,3.38,55.1,0,1,0,45,44,1894,1748,44,3/31,3/31,39.72,5.53,43,0,0,0,38,37,665,922,36,4/38,4/38,25.61,8.31,18.4,1,0,0,29,39,2694,1486,48,5/28,8/91,30.95,3.3,56.1,0,3,0,66,58,2644,2351,60,3/26,3/26,39.18,5.33,44,0,0,0,117,109,1819,2441,90,4/38,4/38,27.12,8.05,20.2,1,0,0
M,32179,Chandrakant Pandit,R,India,Yes,Chandrakant Sitaram Pandit,"
September 30, 1961, Bombay (now Mumbai), Maharashtra ",,57 years 174 days,"['India,', 'Assam,', 'Madhya Pradesh,', 'Mumbai']",,,,,Right-hand bat,,Coach,,,"[""\nA dashing strokeplayer and capable wicketkeeper (although he won his first cap as a specialist batsman), Chandrakant Pandit was one among several young players in the mid 80s who were in the running to take over the gloves from Syed Kirmani. But he lost out, and in three of the five Tests he played, he was selected as a middle-order batsman, although in the two Tests he did keep in (when Kiran More was unavailable on the 1991-92 tour of Australia)  he showed his skill by taking eleven catches.  Pandit's attractive batting style saw to it that for some time he was a regular member of the Indian one-day side. After his international career ground to a halt, Pandit joined Madhya Pradesh as a professional and enjoyed some good seasons with the bat. He went on to become a successful coach, guiding Mumbai to two consecutive Ranji Trophy triumphs in 2003 and 2004. In August 2005 he took over as Maharashtra's coach.\n"", ' \n']",[],5,8,1,171,39,24.42,331,51.66,0,0,18,0,14,2,36,23,9,290,33*,20.71,400,72.5,0,0,,,15,15,,,,,,,,,,,,,,,138,196,27,8209,202,48.57,,,22,42,,,281,41,101,79,21,2033,93,35.05,,,0,14,,,69,28,,,,,,,,,,,,,,,5,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,138,,571,269,4,1/20,,67.25,2.82,142.7,,0,0,101,,133,99,3,2/19,2/19,33,4.46,44.3,0,0,0,,,,,,,,,,,,,
M,33141,Ambati Rayudu,NR,India,No,Ambati Thirupathi Rayudu,"
September 23, 1985, Guntur, Andhra Pradesh ",,33 years 181 days,"['India,', 'Baroda,', 'Chennai Super Kings,', 'Hyderabad (India),', 'Hyderabad Heroes,', 'ICL India XI,', 'India A,', 'Mumbai Indians']",,,,Batsman,Right-hand bat,Right-arm offbreak,,,,"[""\nFrom the promise of a teenage prodigy to clashes with the authorities to finding redemption, Ambati Rayudu's career has witnessed several twists and turns. A pint-sized, fluent strokemaker, Rayudu, at 16, was touted as India's next great batting hope when he blazed an unbeaten 177 while opening the batting, to help India Under-19s complete a clean sweep of a one-day series in England in 2002. The Ranji Trophy season that followed was also exceptional - including a double-century and a hundred for Hyderabad in the same match against Andhra.\n\xa0 \n"", 'Rayudu enhanced his reputation further, leading India Under-19s to the semi-final of the World Cup in Bangladesh in 2004. After a disappointing 2004-05 season with the bat - where he managed 155 runs at 11.92 in the Ranji Trophy -\xa0he had issues with the then Hyderabad coach, Rajesh Yadav, and moved to Andhra the following season. He returned to Hyderabad the season after that but ran into trouble with umpires. At 21, his India career could have been over before it started when he chose to play in the Indian Cricket League in 2007. The opportunity to play alongside foreign stars in front of a television audience, he said, attracted him.', '\nIn 2009, his career received a fresh lease of life when he accepted\xa0the BCCI\'s amnesty offer and starred in the IPL.\xa0So impressive was Rayudu that his Mumbai Indians team-mate Harbhajan Singh called him ""a special talent"" and said he could see Rayudu playing for India.\xa0Rayudu made 356 runs in the 2010 IPL and was re-signed for the 2011 season. He stepped up further that season, making\xa0395 runs to be the team\'s second-highest scorer, behind Sachin Tendulkar.\xa0He\xa0announced himself as a cool finisher when he swung a six, with Mumbai needing four off the last ball against Kolkata Knight Riders in 2011.\xa0Rayudu floated across the batting line-up and even took the wicketkeeping gloves to lend more balance and remain a vital cog in the side. \n\xa0', ""He was finally handed his India debut in a low-profile ODI series in Zimbabwe in 2013. Keen to make up for lost time, he responded with an unbeaten 63 on debut, becoming the third-oldest Indian at the time, at 27 years and 304 days, to score a fifty on ODI debut.\xa0The following year Rayudu became the fourth-oldest Indian to score a maiden ODI ton with his unbeaten 121 off 118 balls against Sri Lanka in Ahmedabad. Rayudu was part of India's squad in the 2015 World Cup, but did not get a game. The following year, though, he was not part of India's World T20 squad.\n""]",[],,,,,,,,,,,,,,,55,50,14,1694,124*,47.05,2143,79.04,3,10,145,30,17,0,6,5,1,42,20,10.5,50,84,0,0,5,0,4,0,97,156,21,6151,210,45.56,,,16,34,,,74,0,160,150,25,5103,124*,40.82,,,5,37,,,67,0,200,189,24,4330,100*,26.24,3479,124.46,1,23,366,150,76,3,,,,,,,,,,,,,,55,9,121,124,3,1/5,1/5,41.33,6.14,40.3,0,0,0,6,,,,,,,,,,,,,97,,798,518,10,4/43,,51.8,3.89,79.8,1,0,0,160,,421,406,13,4/45,4/45,31.23,5.78,32.3,1,0,0,200,,,,,,,,,,,,
M,290630,Manish Pandey,NR,India,No,Manish Krishnanand Pandey,"
September 10, 1989, Nainital, Uttaranchal ",,29 years 194 days,"['India,', 'India A,', 'Karnataka,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Pune Warriors,', 'Royal Challengers Bangalore,', 'South Zone,', 'Sunrisers Hyderabad']",,,,Batsman,Right-hand bat,Right-arm medium,,,,"[""\nManish Pandey will always be remembered as the first Indian to score a century in the IPL. In one night, the 19-year-old went from being Karnataka's next big Ranji hope to entering the record books as he hit his way to the highest Twenty20 score by an Indian. That century also meant he would not have to carry out his intention of following his father into the army if he did not make it as a professional cricketer. \n"", ""But his barnstorming start did not immediately translate into an India call-up and Pandey continued to work his way up in the domestic circuit. His growth as an aggressive middle-order batsman and an athletic fielder coincided with Karnataka's rise as undisputed leaders of the domestic arena in a period that saw them complete the double treble. In July 2015, six years after that smash-mouth IPL hundred in Centurion, Pandey made his international debut in Harare."", ""Pandey's breakout international innings, however, came six months later in Sydney. In January 2016, his unbeaten maiden ODI century helped India gun down Australia's 330 with two balls to spare and prevent a whitewash. While Pandey was not included in any of the T20 competitions India played in the lead-up to the World T20, he was brought in to replace an injured Yuvraj Singh in the semi-final against West Indies, where Pandey did not bat. "", ' \n']",[],,,,,,,,,,,,,,,23,18,6,440,104*,36.66,479,91.85,1,2,37,4,6,0,28,23,10,538,79*,41.38,438,122.83,0,2,35,16,6,0,89,138,17,6293,238,52,9614,65.45,19,29,732,100,125,0,139,131,27,4504,117*,43.3,4931,91.34,8,27,369,94,68,0,209,190,38,4497,114*,29.58,3697,121.63,2,21,373,130,100,2,,,,,,,,,,,,,,23,,,,,,,,,,,,,28,,,,,,,,,,,,,89,34,571,244,5,2/45,2/45,48.8,2.56,114.2,0,0,0,139,19,422,376,8,3/25,3/25,47,5.34,52.7,0,0,0,209,10,168,212,10,4/27,4/27,21.2,7.57,16.8,2,0,0
M,33127,Ajay Ratra,R,India,No,Ajay Ratra,"
December 13, 1981, Faridabad, Haryana ",,37 years 100 days,"['India,', 'Haryana']",,,,,Right-hand bat,Right-arm medium,,,,"['\nWhen Ajay Ratra gritted 115 not out in Antigua in 2002, he became the youngest\nwicketkeeper to score a Test century and the second Indian wicketkeeper to\nmake one overseas. He was just 20 and it was only his third Test, but later the\nsummer proved to be cruel as he lost his place in the Test side to Parthiv Patel, and in the one-day side to the appointment of Rahul Dravid as keeper in the quest for balance. Ratra is slightly built, nimble on his feet, and usually safe and alert. An early starter, he was part of the Indian under-19 team that won the Youth World Cup in early 2000, and the following season, he captained them to victory over England in a home series. Time with Rod Marsh and Syed Kirmani at the National Cricket Academy proved to be valuable, and Ratra made the Indian team after the selectors had experimented with six keepers in the space of a year. A recall will very much depend upon his performance with the bat for Haryana, whom he captains at a young age. ', ' \n']",[],6,10,1,163,115*,18.11,533,30.58,1,0,14,0,11,2,12,8,1,90,30,12.85,127,70.86,0,0,8,0,11,5,,,,,,,,,,,,,,,99,157,24,4029,204*,30.29,,,8,17,,,233,27,89,74,13,1381,103,22.63,,,1,6,,,78,30,17,14,0,191,54,13.64,192,99.47,0,1,19,0,12,1,6,1,6,1,0,,,,1,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,99,,6,1,0,,,,1,,0,0,0,89,,,,,,,,,,,,,17,,,,,,,,,,,,
M,33120,Vikram Rathour,R,India,No,Vikram Rathour,"
March 26, 1969, Jullundur (now Jalandhar), Punjab ",,49 years 362 days,"['India,', 'Himachal Pradesh,', 'Punjab']",,,,,Right-hand bat,,,,,"[""\nVikram Rathour never looked an assuring presence in the six Tests where he opened the batting. This was a pity really because he appeared to be a fine prospect early in his career. Plucky without being dour, and a fluent driver of the ball, the bearded Rathour was the bulwark of Punjab's batting through the early nineties. Among the chosen few to visit England in 1996, he made tons of runs in the tour games (759 at 58.38 to be precise), including an unlaboured 165 against Worcestershire as well as a fifty in the third ODI at Old Trafford. But he flopped in the Tests with a highest of 20 in four innings, the awayswinging ball invariably edged to the slips exposing limitations in his technique. \n"", 'A further chance in the one-off Test against Australia followed, with little change in fortune, and Rathour found himself banished for the home series against the South Africans. With none of the opening combinations tested here clicking, Rathour found himself flying off to South Africa for the return series. The same pattern on the English tour was re-enacted as Rathour made three fifties and a hundred in the two provincial games, but he came a cropper against Allan Donald in the two Tests he played - although a useful 44 at the Wanderers helped India to their highest opening stand of the series (90). There ended his international career and despite continuing to score at will in the domestic arena, he was never again considered.', 'After retiring he lived in England for seven years before returning to coach Punjab, and was named an Indian national selector in September 2012.']",[],6,10,0,131,44,13.1,383,34.2,0,0,13,0,12,0,7,7,0,193,54,27.57,331,58.3,0,2,16,1,4,0,,,,,,,,,,,,,,,146,239,8,11473,254,49.66,,,33,49,,,187,3,99,98,5,3161,146,33.98,,,7,14,,,61,0,,,,,,,,,,,,,,,6,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,146,,30,31,0,,,,6.2,,0,0,0,99,,1,4,0,,,,24,,0,0,0,,,,,,,,,,,,,
M,34214,Rahul Sanghvi,R,India,No,Rahul Laxman Sanghvi,"
September 3, 1974, Surat, Gujarat ",,44 years 201 days,"['India,', 'Delhi,', 'Railways']",,,,,Left-hand bat,Slow left-arm orthodox,,,,"['\nIn a little under two years, Rahul Sanghvi played in 10 ODIs. He did reasonably well too, and his best bowling figures were notched up against Zimbabwe in the tri-series in India in 1998. He kept the run hungry Australian batsmen on a leash in the Coca Cola Cup final at Sharjah the same year. Then, as suddenly as he made it to the national side, he was dropped and forgotten for more than two years. However, the left-arm spinner has always adopted a never say die approach. A string of notable performances for Delhi and North Zone saw him\nmake his debut in the first Test against Australia in 2000-01, but he was immediately dropped in the aftermath of the defeat. \n', 'An orthodox spinner of the ball, Sanghvi has come up through the ranks having toured England in 1994 with the Indian Under-19 side.  He is particularly impressive on batsman friendly pitches. Sanghvi, who learnt the finer points of the art from Bishen Singh Bedi, has all the attributes - line, length, control of turn and flight and enough variety - to command a regular place in the national side.\n']",[],1,2,0,2,2,1,22,9.09,0,0,0,0,0,0,10,2,0,8,8,4,11,72.72,0,0,0,1,4,0,,,,,,,,,,,,,,,95,108,25,909,50,10.95,,,0,1,,,58,0,68,28,9,212,44*,11.15,,,0,0,,,21,0,,,,,,,,,,,,,,,1,2,74,78,2,2/67,2/78,39,6.32,37,0,0,0,10,10,498,399,10,3/29,3/29,39.9,4.8,49.8,0,0,0,,,,,,,,,,,,,,95,,19034,9191,271,7/42,,33.91,2.89,70.2,,12,2,68,,3357,2448,97,8/15,8/15,25.23,4.37,34.6,1,3,0,,,,,,,,,,,,,
M,33816,Balwinder Sandhu,R,India,No,Balwinder Singh Sandhu,"
August 3, 1956, Bombay (now Mumbai), Maharashtra ",,62 years 232 days,"['India,', 'Mumbai']",,,,,Right-hand bat,Right-arm medium-fast,,,,"[""\nA right-arm medium-pace bowler who could swing the ball both ways and a more than useful tailender, Balwinder Sandhu's international career lasted under two years. But this was a rather action-packed period. His debut against Pakistan was pretty eventful. Besides taking two quick wickets after which Mudassar Nazar and Javed Miandad ground the Indian bowling into the dust in running up a record partnership of 451, Sandhu, going in at No. 9, top scored with 71. He again was top scorer with 68 in the first Test against West Indies the following month. So far he had been less effective with the ball but in the helpful English conditions, he was quite a handful and emerged as one of the heroes of the World Cup triumph in 1983. His delivery that bowled Gordon Greenidge - the experienced batsman shouldered arms to a ball that came in sharply - is still talked about even today. It provided the much needed breakthrough the Indians needed in the final. \n"", ""In the wake of his fine show in the World Cup, it came as a bit of a surprise that Sandhu's international career did not last very long. In 1983-84, he played in only one Test against West Indies without much success and was not considered thereafter though he played in a few more one-day internationals. His best bowling of 3 for 87 was against West Indies at Guyana.""]",[],8,11,4,214,71,30.57,,,0,2,,3,1,0,22,7,3,51,16*,12.75,97,52.57,0,0,,,5,0,,,,,,,,,,,,,,,55,59,13,1003,98,21.8,,,0,8,,,19,0,42,17,8,159,32*,17.66,,,0,0,,,12,0,,,,,,,,,,,,,,,8,10,1020,557,10,3/87,3/87,55.7,3.27,102,0,0,0,22,21,1110,763,16,3/27,3/27,47.68,4.12,69.3,0,0,0,,,,,,,,,,,,,,55,,9275,4690,168,6/64,,27.91,3.03,55.2,,5,0,42,,2178,1469,36,3/27,3/27,40.8,4.04,60.5,0,0,0,,,,,,,,,,,,,
M,33066,Sadagoppan Ramesh,R,India,No,Sadagoppan Ramesh,"
October 16, 1975, Madras (now Chennai), Tamil Nadu ",,43 years 158 days,"['India,', 'Tamil Nadu']",,,,,Left-hand bat,Right-arm offbreak,,,,"['\nSadagoppan Ramesh made the grade after coming through the ranks. A string of\nnotable performances with the India A team, culminating in a  brilliant century against West Indies A pitch forked him into the national senior side. India A coach K Srikkanth strongly advocated his inclusion and the selectors, searching\naround for batsmen, decided to give the left-hand opener from Tamil Nadu the big break in his hometown of Chennai against Pakistan in 1999. Displaying two qualities that should be uppermost in any opening batsman - courage and big match temperament - Ramesh was an instant success. He played the pace of Wasim Akram, Waqar Younis and Shoaib Akthar and the spin of Saqlain Mushtaq and Mushtaq Ahmed with equal felicity, ran up a series of consistent scores including a couple of hundreds and suddenly India had unearthed a world class opening batsman. \n', 'But even as he ran up a Test average of 50 plus in his first half-a-dozen Tests, there were the cynics who pointed out to his faulty footwork and awry technique. Then there were the detractors who said he would never get runs away from the subcontinent and he would come up a cropper against the Australian pace bowlers on the faster and bouncier pitches. Taking up the challenge, Ramesh proved that he could get runs in any conditions and while he did not exactly set the Yarra river on fire, he did enough to prove his detractors wrong.  But he struggled to convert good starts into big scores, and after a reasonable series in Sri Lanka in 2001-02, where he passed 30 five times in six innings but made only one fifty, he was discarded.\n']",[],19,37,1,1367,143,37.97,2938,46.52,2,8,159,0,18,0,24,24,1,646,82,28.08,1092,59.15,0,6,70,1,3,0,,,,,,,,,,,,,,,116,190,12,7696,187,43.23,,,20,38,,,85,0,82,81,5,2475,105,32.56,,,2,18,,,24,0,,,,,,,,,,,,,,,19,3,54,43,0,,,,4.77,,0,0,0,24,3,36,38,1,1/23,1/23,38,6.33,36,0,0,0,,,,,,,,,,,,,,116,,467,284,3,1/22,,94.66,3.64,155.6,,0,0,82,,127,101,10,5/31,5/31,10.1,4.77,12.7,0,1,0,,,,,,,,,,,,,
M,33058,Woorkeri Raman,R,India,No,Woorkeri Venkat Raman,"
May 23, 1965, Madras (now Chennai) ",,53 years 304 days,"['India,', 'Tamil Nadu']",,,,,Left-hand bat,Slow left-arm orthodox,,,,"[""\nStanding unusually tall at the crease, with a left-hander's penchant for off-side play, Woorkeri Raman was a batsman who should have ended with more generous returns than 11 Tests and 27 ODIs. He began as a left-arm spinner whose strength was his ability to out-think batsman rather than impart outrageous spin or deliver an indecipherable arm-ball; he picked up a wicket in his first over in Test cricket, albeit that of Courtney Walsh. But Raman proved to be a batsman of considerable skill. He hit a purple patch in 1988-89, scoring 313 for Tamil Nadu against Goa, and for good measure notched up two more double-centuries, ending the season with 1018 runs, surpassing Rusi Modi's 44-year-old record for most runs in a season. \n"", ""As with many other batsmen of his time Raman was forced to open the innings in order to play for India, and did so with some success. His second-innings 83 on Test debut, batting at No. 3, was overshadowed by Narendra Hirwani's feat of picking up the best bowling figures of 16-136 on debut. Raman's international career never really got going, and when Vinod Kambli was favoured over him during England's tour of India in 1993 the writing was on the wall. Kambli cashed in, Raman's career remained a question of what might have been. The record will show, however, that he scored 96 - his highest Test score - against New Zealand at home in 1990, went to Sri Lanka in 1993 and did not take part in a single first-class game, and became the first Indian to score a hundred against the South Africans, in an ODI at Centurion Park in the Friendship Tour of 1992-93."", 'Raman, who has equipped himself with the highest qualifications to coach, is now the coach of the Tamil Nadu team and continues to be one of the shrewdest thinkers of the game about. ', '\n']",[],11,19,1,448,96,24.88,1183,37.86,0,4,55,1,6,0,27,27,1,617,114,23.73,1109,55.63,1,3,47,5,2,0,,,,,,,,,,,,,,,132,193,19,7939,313,45.62,,,19,36,,,91,0,87,87,5,2892,117*,35.26,,,4,18,,,22,0,,,,,,,,,,,,,,,11,7,348,129,2,1/7,1/7,64.5,2.22,174,0,0,0,27,7,162,170,2,1/23,1/23,85,6.29,81,0,0,0,,,,,,,,,,,,,,132,,6460,3176,85,6/29,,37.36,2.94,76,,4,1,87,,707,605,18,2/12,2/12,33.61,5.13,39.2,0,0,0,,,,,,,,,,,,,
